dataset_name,url,source_region,source_platform,label_format,collection,notes,durum_bizde,rol,gerekce,bizde_kaynak_adi
mTSBench - GutenTAG,https://github.com/PLAN-Lab/mTSBench,Global,GitHub/Web,Benchmark anomaly ground truth,mTSBench,,Uygun değil,–,Sentetik üretici,
mTSBench - MITDB,https://github.com/PLAN-Lab/mTSBench,Global,GitHub/Web,Benchmark anomaly ground truth,mTSBench,,Kullanılıyor,eğitim,MIT-BIH eğitimde; resmi gönderimde çıkarılmalı,
mTSBench - MSL,https://github.com/PLAN-Lab/mTSBench,Global,GitHub/Web,Benchmark anomaly ground truth,mTSBench,,Kullanılıyor,benchmark,Zaten değerlendirmede,
mTSBench - OPPORTUNITY,https://github.com/PLAN-Lab/mTSBench,Global,GitHub/Web,Benchmark anomaly ground truth,mTSBench,,Sadece değerlendirme,benchmark,Benchmark ailesinde (TSB-AD/TSB-UAD/TimeEval/mTSBench); eğitime girerse ölçüm geçersiz olur,
mTSBench - Occupancy,https://github.com/PLAN-Lab/mTSBench,Global,GitHub/Web,Benchmark anomaly ground truth,mTSBench,,Kullanılıyor,eğitim,UCI Occupancy eğitimde,
mTSBench - PSM,https://github.com/PLAN-Lab/mTSBench,Global,GitHub/Web,Benchmark anomaly ground truth,mTSBench,,Kullanılıyor,benchmark,Zaten değerlendirmede,
mTSBench - SMAP,https://github.com/PLAN-Lab/mTSBench,Global,GitHub/Web,Benchmark anomaly ground truth,mTSBench,,Kullanılıyor,benchmark,Zaten değerlendirmede,
mTSBench - SMD,https://github.com/PLAN-Lab/mTSBench,Global,GitHub/Web,Benchmark anomaly ground truth,mTSBench,,Kullanılıyor,benchmark,Zaten değerlendirmede,
mTSBench - SVDB,https://github.com/PLAN-Lab/mTSBench,Global,GitHub/Web,Benchmark anomaly ground truth,mTSBench,,Sadece değerlendirme,benchmark,Benchmark ailesinde (TSB-AD/TSB-UAD/TimeEval/mTSBench); eğitime girerse ölçüm geçersiz olur,
mTSBench - CIC-IDS-2017,https://github.com/PLAN-Lab/mTSBench,Global,GitHub/Web,Benchmark anomaly ground truth,mTSBench,,Uygun değil,–,Tablo / ağ akışı verisi; zaman serisi değil,
mTSBench - Metro,https://github.com/PLAN-Lab/mTSBench,Global,GitHub/Web,Benchmark anomaly ground truth,mTSBench,,Sadece değerlendirme,benchmark,Benchmark ailesinde (TSB-AD/TSB-UAD/TimeEval/mTSBench); eğitime girerse ölçüm geçersiz olur,
mTSBench - SWAN-SF,https://github.com/PLAN-Lab/mTSBench,Global,GitHub/Web,Benchmark anomaly ground truth,mTSBench,,Sadece değerlendirme,benchmark,Benchmark ailesinde (TSB-AD/TSB-UAD/TimeEval/mTSBench); eğitime girerse ölçüm geçersiz olur,
Tsinghua CTF_dataset,https://github.com/NetManAIOps/CTF_data,China,GitHub/Web,label_result files: 0/1 per timestamp,Tsinghua NetMan,"533 machines, 49 KPIs",Kullanılıyor,eğitim + görülmemiş doğrulama,"İndiriliyor: 533 makine × 49 KPI, 30 sn; test günleri etiketli; %20 makine görülmemiş. Lisans belirtilmemiş","ctf, ctf_val"
Tsinghua DOMI_dataset,https://github.com/NetManAIOps/DOMI_dataset,China,GitHub/Web,test_label files: 0/1 per time-series instance/day,Tsinghua NetMan,1821 machines,Uygun değil,–,"Etiket gün/örnek bazında, zaman çizgisi değil",
Tsinghua AIOps 2018 KPI Anomaly Detection,https://github.com/NetManAIOps/KPI-Anomaly-Detection,China,GitHub/Web,Anomaly labels in competition dataset,Tsinghua NetMan / AIOps 2018,,Sadece değerlendirme,benchmark,= IOPS (TSB-AD),
AIOps-2018 KPI TSAD preprocessed 29 series,https://github.com/INSIS-TSAD/AIOps-2018-KPI-TSAD,China,GitHub/Web,29 separated labeled KPI time series,AIOps 2018,,Kopya / ayna,–,IOPS'un işlenmiş kopyası,
Tsinghua AIOps Challenge 2020 Data,https://github.com/NetManAIOps/AIOps-Challenge-2020-Data,China,GitHub/Web,Failure time/type ground truth; binary windows derivable,AIOps Challenge 2020,,Uygun değil,–,İncelendi: lisans yalnızca ticari olmayan kullanım; açık model ağırlıklarına girmemeli,
OpenAIOps AIOps Challenge 2021 Data,https://www.aiops.cn/gitlab/aiops-nankai/data/trace/aiops2021,China,GitLab / OpenAIOps,Anomaly/fault annotations,AIOps Challenge 2021,,Eklenebilir,eğitim,Arıza etiketli; aiops.cn GitLab erişimi kontrol edilmeli,
OpenAIOps AIOps Challenge 2025 Data,https://www.aiops.cn/gitlab/aiops-live-benchmark/agenticopseval/-/tree/main/AIOps2025,China,GitLab / OpenAIOps,400 fault cases with ground truth windows/labels,AIOps Challenge 2025,,Eklenebilir,görülmemiş doğrulama,"400 arıza vakası, zaman pencereli; erişim kontrol edilmeli. Yeni olduğu için görülmemiş doğrulama adayı",
GAIA AIOps Dataset,https://github.com/CloudWise-OpenSource/GAIA-DataSet,China,GitHub/Web,Anomaly injection records; binary windows derivable,GAIA / CloudWise,,Eklenebilir,eğitim,Enjekte arızalar; ikinci parti adayı (ASD bilişimi zaten kapsıyor),
OpenAIOps multimodal labeled dataset index,https://www.aiops.cn/%E5%A4%9A%E6%A8%A1%E6%80%81%E6%95%B0%E6%8D%AE/,China,OpenAIOps,Index of datasets with anomaly annotations,OpenAIOps,,Katalog / araç,–,Katalog; yeni aday aramak için,
CSTCloudOps TSAD datasets master,https://github.com/CSTCloudOps/datasets,China,GitHub/Web,train_label.npy + test_label.npy (binary),EasyTSAD / TimeSeriesBench,,Kopya / ayna,–,Bilinen benchmark'ların birleşik biçimi,
CSTCloudOps EasyTSAD UTS - AIOPS,https://github.com/CSTCloudOps/datasets/tree/main/UTS,China,GitHub/Web,train_label.npy + test_label.npy (binary),EasyTSAD UTS,,Sadece değerlendirme,benchmark,= IOPS,
CSTCloudOps EasyTSAD UTS - WSD,https://github.com/CSTCloudOps/datasets/tree/main/UTS,China,GitHub/Web,train_label.npy + test_label.npy (binary),EasyTSAD UTS,,Sadece değerlendirme,benchmark,WSD (TSB-AD-U içinde),
CSTCloudOps EasyTSAD UTS - NAB,https://github.com/CSTCloudOps/datasets/tree/main/UTS,China,GitHub/Web,train_label.npy + test_label.npy (binary),EasyTSAD UTS,,Kopya / ayna,–,NAB kopyası,
CSTCloudOps EasyTSAD UTS - Yahoo,https://github.com/CSTCloudOps/datasets/tree/main/UTS,China,GitHub/Web,train_label.npy + test_label.npy (binary),EasyTSAD UTS,,Kopya / ayna,–,Yahoo kopyası,
CSTCloudOps EasyTSAD UTS - UCR,https://github.com/CSTCloudOps/datasets/tree/main/UTS,China,GitHub/Web,train_label.npy + test_label.npy (binary),EasyTSAD UTS,,Kopya / ayna,–,UCR kopyası,
CSTCloudOps EasyTSAD UTS - TODS,https://github.com/CSTCloudOps/datasets/tree/main/UTS,China,GitHub/Web,train_label.npy + test_label.npy (binary),EasyTSAD UTS,,Uygun değil,–,TODS sentetik,
CSTCloudOps EasyTSAD MTS - SMD,https://github.com/CSTCloudOps/datasets/tree/main/MTS,China,GitHub/Web,train_label.npy + test_label.npy (binary),EasyTSAD MTS,,Kopya / ayna,–,SMD kopyası,
CSTCloudOps EasyTSAD MTS - SWaT,https://github.com/CSTCloudOps/datasets/tree/main/MTS,China,GitHub/Web,train_label.npy + test_label.npy (binary),EasyTSAD MTS,,Kopya / ayna,–,SWaT kopyası (lisans başvurulu),
CSTCloudOps EasyTSAD MTS - WADI,https://github.com/CSTCloudOps/datasets/tree/main/MTS,China,GitHub/Web,train_label.npy + test_label.npy (binary),EasyTSAD MTS,,Kopya / ayna,–,WADI kopyası (lisans başvurulu),
CSTCloudOps EasyTSAD MTS - SMAP,https://github.com/CSTCloudOps/datasets/tree/main/MTS,China,GitHub/Web,train_label.npy + test_label.npy (binary),EasyTSAD MTS,,Kopya / ayna,–,SMAP kopyası,
CSTCloudOps EasyTSAD MTS - MSL,https://github.com/CSTCloudOps/datasets/tree/main/MTS,China,GitHub/Web,train_label.npy + test_label.npy (binary),EasyTSAD MTS,,Kopya / ayna,–,MSL kopyası,
CSTCloudOps EasyTSAD MTS - PSM,https://github.com/CSTCloudOps/datasets/tree/main/MTS,China,GitHub/Web,train_label.npy + test_label.npy (binary),EasyTSAD MTS,,Kopya / ayna,–,PSM kopyası,
NEK / Network Equipment KPI,https://github.com/CSTCloudOps/Dataset-for-TSAD,China,GitHub/Web,Processed EasyTSAD anomaly labels,TimeSeriesBench / CSTCloudOps,,Sadece değerlendirme,benchmark,TSB-AD-U içinde,
EasyTSAD / TimeSeriesBench,https://github.com/dawnvince/EasyTSAD,China,GitHub/Web,Unified train_label.npy/test_label.npy format,TimeSeriesBench,,Katalog / araç,–,Değerlendirme çerçevesi,
CSTCloudOps EasyTSAD mirror,https://github.com/CSTCloudOps/EasyTSAD,China,GitHub/Web,Unified binary label arrays,TimeSeriesBench,,Katalog / araç,–,Çerçeve aynası,
TODS anomaly datasets,https://github.com/datamllab/tods/tree/master/datasets,Global,GitHub,Target anomaly label column used by TODS,TODS,,Uygun değil,–,Sentetik,
TODS repository,https://github.com/datamllab/tods,Global,GitHub,Supports binary target labels,TODS,,Katalog / araç,–,Araç,
TS-AD-Datasets master archive,https://github.com/elisejiuqizhang/TS-AD-Datasets,Global,GitHub/Web,Binary 0/1 labels,Dataset archive,,Katalog / araç,–,Link listesi; incelendi,
Awesome MTSAD Datasets and Metrics,https://github.com/juhar1github/Awesome-MTSAD-Datasets-and-Metrics,Global,GitHub/Web,Binary 0/1 labels,Dataset catalog,,Katalog / araç,–,Katalog,
DTAI Anomaly UCR mirror,https://github.com/ML-KULeuven/dtaianomaly/tree/main/data/UCR-time-series-anomaly-archive,Global,GitHub/Web,Binary 0/1 labels,UCR mirror,,Kopya / ayna,–,UCR aynası,
Industrial TS datasets catalog,https://github.com/JiansheFengRe/industrial-ts-datasets,China,GitHub/Web,Binary 0/1 labels,Chinese curated catalog,,Katalog / araç,–,Endüstriyel katalog; yeni gerçek kaynak aramak için taranmalı,
Microsoft Cloud Monitoring Dataset,https://github.com/microsoft/cloud-monitoring-dataset,Global,GitHub/Web,"CSV columns: TimeStamp, Value, Label (0/1)",Cloud monitoring,,Kullanılıyor,görülmemiş doğrulama,"İndiriliyor: 9 gerçek bulut metriği, MIT; tamamı görülmemiş doğrulama",msft
LOTSA (Salesforce),https://huggingface.co/datasets/Salesforce/lotsa_data,Global,Hugging Face,Etiketsiz,Bizim havuz (tisan),,Kullanılıyor,eğitim,"100 alt küme örneklemi, 12.109 seri; normal arka plan + ön eğitim",lotsa
HAI Security Dataset (20.07/21.03/22.04/23.05),https://www.kaggle.com/datasets/icsdataset/hai-security-dataset,Global,Kaggle,Satır/hücre (attack_P1–P3),Bizim havuz (tisan),,Kullanılıyor,eğitim + tanıdık doğrulama,"20.07/21.03 test eğitimde, 22.04/23.05 test doğrulama/kalibrasyon",hai
MetroPT-3,https://archive.ics.uci.edu/dataset/791/metropt+3+dataset,Global,UCI / Kaggle,Makaledeki arıza aralıkları,Bizim havuz (tisan),,Kullanılıyor,görülmemiş doğrulama,Döngüsel kompresör; v6'da ters skor (döngü durması) → üreticiye eklendi,metropt
Pump sensor data,https://www.kaggle.com/datasets/nphantawee/pump-sensor-data,Global,Kaggle,BROKEN/RECOVERING,Bizim havuz (tisan),,Kullanılıyor,görülmemiş doğrulama,Lisans belirsiz,pump
Tennessee Eastman Process (Rieth 2017),https://www.kaggle.com/datasets/afrniomelo/tep-csv,Global,Kaggle,20. örnekten sonra arıza,Bizim havuz (tisan),,Kullanılıyor,eğitim,Simülasyon; 550 koşu,tep
NASA C-MAPSS,https://www.kaggle.com/datasets/behrad3d/nasa-cmaps,Global,Kaggle,"Son 25 çevrim (zayıf etiket, ağırlık 0.2)",Bizim havuz (tisan),,Kullanılıyor,eğitim,,cmapss
NASA IMS Bearing,https://www.kaggle.com/datasets/vinayak123tyagi/bearing-dataset,Global,Kaggle,Son %8 (zayıf) / ham etiketsiz,Bizim havuz (tisan),,Kullanılıyor,eğitim,Özellik serisi + ham anlık kayıtlar,ims_bearing
FEMTO / PRONOSTIA (PHM 2012),https://github.com/wkzs111/phm-ieee-2012-data-challenge-dataset,Global,GitHub,Son %8 (zayıf),Bizim havuz (tisan),,Kullanılıyor,eğitim,,femto
Bosch CNC Machining,https://www.kaggle.com/datasets/maximilianfellhuber/cnc-machining-data,Global,Kaggle,Kötü proses = 1,Bizim havuz (tisan),,Kullanılıyor,eğitim,,bosch_cnc
UCI Condition Monitoring of Hydraulic Systems,https://www.kaggle.com/datasets/jjacostupa/condition-monitoring-of-hydraulic-systems,Global,Kaggle,Etiketsiz (DOE),Bizim havuz (tisan),,Kullanılıyor,eğitim,,hydraulic
CNC Mill Tool Wear (U. Michigan),https://www.kaggle.com/datasets/shasun/tool-wear-detection-in-cnc-mill,Global,Kaggle,Etiketsiz,Bizim havuz (tisan),,Kullanılıyor,eğitim,,cnc
Wind turbine gearbox SCADA (aiwithcagri),https://www.kaggle.com/datasets/aiwithcagri/wind-turbine-gearbox-anomaly-detection-5year-scada,Global,Kaggle,is_anomaly (labeled) / yok,Bizim havuz (tisan),,Kullanılıyor,eğitim + kalibrasyon,Kullanıcıya ait,wind_gearbox
MIT-BIH Arrhythmia (PhysioNet CSV),https://www.kaggle.com/datasets/protobioengineering/mit-bih-arrhythmia-database-modern-2023,Global,Kaggle,Anormal atım ±0.15 sn,Bizim havuz (tisan),,Kullanılıyor,eğitim,TSB-AD'de MITDB var: resmi gönderimde çıkarılmalı,mitbih
BIDMC PPG and Respiration,https://www.kaggle.com/datasets/ranjithaht/bidmc-ppg-and-respiration-dataset,Global,Kaggle,Etiketsiz,Bizim havuz (tisan),,Kullanılıyor,eğitim,,bidmc
BATADAL,https://www.kaggle.com/datasets/minhbtnguyen/batadal-a-dataset-for-cyber-attack-detection,Global,Kaggle,ATT_FLAG,Bizim havuz (tisan),,Kullanılıyor,görülmemiş doğrulama,"Tamamı doğrulamada, bankada yok",batadal
LBNL Automated FDD for Buildings,https://www.kaggle.com/datasets/claytonmiller/lbnl-automated-fault-detection-for-buildings-data,Global,Kaggle,Fault Detection Ground Truth,Bizim havuz (tisan),,Kullanılıyor,eğitim,,lbnl
Loghub BGL,https://www.kaggle.com/datasets/praanjaljain/loghub-cross-domain-logs-hdfs-bgl-openstack,Global,Kaggle,Dakikalık alarm,Bizim havuz (tisan),,Kullanılıyor,eğitim,Log satırından sayaç serisi,loghub
Telecom Italia Milano,https://www.kaggle.com/datasets/marcodena/mobile-phone-activity,Global,Kaggle,Etiketsiz,Bizim havuz (tisan),,Kullanılıyor,eğitim,,telecom_milan
VED Vehicle Energy Dataset,https://www.kaggle.com/datasets/starben/ved-refined-20m-engine-records-part-22,Global,Kaggle,Etiketsiz,Bizim havuz (tisan),,Kullanılıyor,eğitim,,ved
Huge Stock Market Dataset,https://www.kaggle.com/datasets/borismarjanovic/price-volume-data-for-all-us-stocks-etfs,Global,Kaggle,Etiketsiz,Bizim havuz (tisan),,Kullanılıyor,eğitim,,stocks
Binance full history (1 dk),https://www.kaggle.com/datasets/jorijnsmit/binance-full-history,Global,Kaggle,Etiketsiz,Bizim havuz (tisan),,Kullanılıyor,eğitim,Lisans belirsiz,binance
DAMADICS actuator benchmark,https://www.kaggle.com/datasets/afrniomelo/damadics-actuator-benchmark-lublin-sugar-factory,Global,Kaggle,Etiketsiz,Bizim havuz (tisan),,Kullanılıyor,eğitim,,damadics
ASD (InterFusion),https://github.com/zhhlee/InterFusion/tree/main/data/processed,Global,GitHub,test_label,Bizim havuz (tisan),,Kullanılıyor,görülmemiş doğrulama,Tamamı doğrulamada,asd
UCI Air Quality / Appliances / Occupancy,https://archive.ics.uci.edu/,Global,UCI,Etiketsiz,Bizim havuz (tisan),,Kullanılıyor,eğitim,,uci
kantine LeRobot robot anomaly sets,https://huggingface.co/kantine,Global,Hugging Face,Bölüm bazında,Bizim havuz (tisan),,Kullanılıyor,eğitim,Robotik,kantine
LEAD1.0 (200 bina),https://github.com/samy101/lead-dataset,Global,GitHub,Satır bazında elle,Bizim havuz (tisan),,Kullanılıyor,eğitim + görülmemiş doğrulama,%20 bina görülmemiş,"lead, lead_val"
Petrobras 3W 2.0 (gerçek örnekler),https://github.com/petrobras/3W,Global,GitHub,Satır bazında class,Bizim havuz (tisan),,Kullanılıyor,eğitim + görülmemiş doğrulama,%20 kuyu görülmemiş; simüle/çizilmiş örnekler alınmadı,"w3, w3_val"
REFIT Electrical Load (6 ev),https://www.kaggle.com/datasets/kyleahmurphy/uk-electrical-load,Global,Kaggle,Etiketsiz,Bizim havuz (tisan),,Kullanılıyor,eğitim,Açma-kapama normalleri,refit
CARE to Compare,https://zenodo.org/records/14006163,Global,Zenodo,Arıza öncesi pencere + durum,Bizim havuz (tisan),,Kullanılıyor,eğitim + görülmemiş doğrulama,"A/B eğitim, C görülmemiş","care, care_c"
SKAB teaser,https://www.kaggle.com/datasets/yuriykatser/skoltech-anomaly-benchmark-skab-teaser,Global,Kaggle,Etiketsiz,Bizim havuz (tisan),,Kullanılıyor,eğitim,,skab_teaser
Financial transactions fraud (Kaggle),https://www.kaggle.com/datasets/aryan208/financial-transactions-dataset-for-fraud-detection,Global,Kaggle,is_fraud,Bizim havuz (tisan),,Uygun değil,–,"Reddedildi: tamamen rastgele üretilmiş (düz dağılım, Poisson hacim)",
"CIC-DDoS (Kaggle, aslında CIC-IDS2017 Cuma)",https://www.kaggle.com/datasets/aymenabb/ddos-evaluation-dataset-cic-ddos2019,Global,Kaggle,Label,Bizim havuz (tisan),,Uygun değil,–,"Reddedildi: akış tablosu, 92 dk",
GlucoBench,https://www.kaggle.com/datasets/omenkj/glucobench-glucose-monitoring-and-lifestyle-data,Global,Kaggle,–,Bizim havuz (tisan),,Uygun değil,–,Reddedildi: nabız/cilt sıcaklığı beyaz gürültü (sentetik),
Industrial sensor anomaly (Petsteb / THULab HF),https://huggingface.co/datasets/Petsteb/industrial-sensor-anomaly-data,Global,Hugging Face,–,Bizim havuz (tisan),,Uygun değil,–,Reddedildi: kendi etiketiyle sentetik,
lifelonglab continual-*-anomaly-detection,https://huggingface.co/lifelonglab,Global,Hugging Face,label,Bizim havuz (tisan),,Uygun değil,–,"Reddedildi: karıştırılmış tablo, zaman sırası yok",
"PPG-DaLiA (işlenmiş, npz)",https://www.kaggle.com/datasets/itachiuciha/ppg-dalia-processed,Global,Kaggle,–,Bizim havuz (tisan),,Uygun değil,–,"Reddedildi: 8 sn'lik parçalar, sürekli seri değil",
AI4I 2020 / SECOM / Electrical Grid Stability / Gas Sensor Drift,https://archive.ics.uci.edu/,Global,UCI,–,Bizim havuz (tisan),,Uygun değil,–,"Tablo verisi, zaman serisi değil",
MIMII / ToyADMOS / DCASE,https://zenodo.org/records/3384388,Global,Zenodo,–,Bizim havuz (tisan),,Uygun değil,–,Ses; spektral özellik çıkarımı gerekir,
OPS-SAT-AD,https://github.com/kplabs-pl/OPS-SAT-AD,Global,GitHub,Parça bazında,Bizim havuz (tisan),,Uygun değil,–,Etiket zaman çizgisinde değil,
MetroPT-2,https://zenodo.org/records/7766691,Global,Zenodo,Arıza raporu,Bizim havuz (tisan),,Uygun değil,–,Şimdilik alınmadı: MetroPT-3 görülmemiş doğrulamayı kirletir,
GPVS-Faults,https://data.mendeley.com/datasets/n76t439f65/1,Global,Mendeley,Deney bazında,Bizim havuz (tisan),,Eklenebilir,eğitim,İkinci parti adayı: kısa laboratuvar deneyleri,
Kelmarsh wind farm SCADA,https://zenodo.org/records/5841834,Global,Zenodo,Olay logu (zayıf),Bizim havuz (tisan),,Eklenebilir,eğitim,İkinci parti adayı: normal davranış + zayıf etiket,
OEDI building FDD datasets (RP-1312 vb.),https://data.openei.org/submissions/910,Global,OEDI,Arıza durumu,Bizim havuz (tisan),,Eklenebilir,eğitim,İkinci parti: yalnız gerçek deney kısmı (simülasyon kısmı değil),
